"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"109",109,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"110",110,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"111",111,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"112",112,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"113",113,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"114",114,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"115",115,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"116",116,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"117",117,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"118",118,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"119",119,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"120",120,4439.0451969075,NA,4485.06995200126,4055.72568488046,3484.35864689967,2835.53352839754,3558.95782970723,2641.21231822881,NA,3611.73796658502,2778.91700262841,3448.44115232971,3669.4046997864,3356.81547374517,3465.59517830236,3127.50540240142
"121",121,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"122",122,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"123",123,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"124",124,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"125",125,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"126",126,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"127",127,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"128",128,4553.93757361132,2942.30237354274,5967.23745431484,2364.57238453883,3509.72085848699,NA,3003.37457817773,3309.763343045,NA,3812.60270697952,2598.47802586988,3111.31835765337,4437.16531007642,2381.61570514665,NA,2923.12491796101
"129",129,5432.04043745606,3245.08937162016,4638.98128284359,3400.57833907445,NA,3210.18453286639,3259.69980175588,3326.97352730742,NA,NA,3364.1379939651,3304.79553971005,4827.9474856343,3938.9017632461,4160.44326668273,2845.42614188582
"130",130,5432.04043745606,3245.08937162016,4638.98128284359,3400.57833907445,NA,3210.18453286639,3259.69980175588,3326.97352730742,NA,NA,3364.1379939651,3304.79553971005,4827.9474856343,3938.9017632461,4160.44326668273,2845.42614188582
"131",131,5432.04043745606,3245.08937162016,4638.98128284359,3400.57833907445,NA,3210.18453286639,3259.69980175588,3326.97352730742,NA,NA,3364.1379939651,3304.79553971005,4827.9474856343,3938.9017632461,4160.44326668273,2845.42614188582
